page_id,heading,description,email_link,map_link
1,Contact Us,"For directions, transportation options, and campus access details, visit our How to Reach Us page. To check office timings and availability, refer to our Working Hours section. For specific office locations, consult the campus map or departmental websites.",/institute/campus/how-to-reach/,/institute/campus/working-hours/
